Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Consumed dairy?,false,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Felt emotionally and mentally stable?,true,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Took a multivitamin?,true,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Masturbated?,false,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Took a melatonin supplement?,true,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Consumed protein?,true,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Engaged in sexual activity?,false,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Took fish oil?,true,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Took vitamin D?,true,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Commuted to work?,false,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Meditated?,false,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Have any alcoholic drinks?,true,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Took creatine?,true,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Consumed carbohydrates?,true,
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,Ate food close to bedtime?,true,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Consumed protein?,true,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Have any alcoholic drinks?,false,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Took a multivitamin?,true,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Engaged in sexual activity?,false,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Experienced stress?,false,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Took vitamin D?,true,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Took a melatonin supplement?,true,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Took fish oil?,true,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Meditated?,false,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Took creatine?,true,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Consumed carbohydrates?,true,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Commuted to work?,false,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Worked late?,false,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Felt emotionally and mentally stable?,true,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Consumed fats?,true,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Consumed dairy?,false,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Masturbated?,true,
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,Ate food close to bedtime?,false,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Took a multivitamin?,false,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Took fish oil?,false,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Ate food close to bedtime?,false,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Commuted to work?,false,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Consumed fats?,true,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Consumed dairy?,false,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Consumed carbohydrates?,true,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Consumed protein?,true,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Meditated?,false,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Felt emotionally and mentally stable?,false,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Took a melatonin supplement?,true,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Took creatine?,false,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Engaged in sexual activity?,false,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Experienced stress?,false,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Took vitamin D?,true,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Worked late?,false,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Masturbated?,false,
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,Have any alcoholic drinks?,false,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Masturbated?,false,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Took creatine?,false,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Consumed carbohydrates?,true,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Have any alcoholic drinks?,false,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Consumed dairy?,false,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Commuted to work?,false,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Experienced stress?,true,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Consumed protein?,true,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Took vitamin D?,true,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Took a melatonin supplement?,true,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Took fish oil?,false,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Worked late?,false,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Ate food close to bedtime?,true,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Felt emotionally and mentally stable?,true,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Took a multivitamin?,false,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Consumed fats?,true,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Engaged in sexual activity?,false,
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,Meditated?,true,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Consumed protein?,false,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Commuted to work?,false,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Consumed fats?,false,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Meditated?,true,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Took vitamin D?,true,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Took fish oil?,false,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Ate food close to bedtime?,true,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Took creatine?,false,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Worked late?,false,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Consumed dairy?,false,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Consumed carbohydrates?,false,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Felt emotionally and mentally stable?,true,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Experienced stress?,true,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Engaged in sexual activity?,false,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Took a multivitamin?,false,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Have any alcoholic drinks?,false,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Took a melatonin supplement?,true,
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,Masturbated?,true,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Consumed protein?,true,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Consumed fats?,true,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Ate food close to bedtime?,false,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Consumed carbohydrates?,true,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Commuted to work?,false,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Took creatine?,false,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Consumed dairy?,false,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Felt emotionally and mentally stable?,true,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Experienced stress?,false,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Worked late?,false,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Took vitamin D?,true,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Have any alcoholic drinks?,false,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Masturbated?,true,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Took fish oil?,false,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Meditated?,false,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Took a melatonin supplement?,true,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Took a multivitamin?,false,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,Engaged in sexual activity?,false,
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Took a multivitamin?,true,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Took creatine?,false,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Consumed dairy?,false,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Commuted to work?,false,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Felt emotionally and mentally stable?,true,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Have any alcoholic drinks?,false,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Consumed carbohydrates?,true,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Consumed fats?,true,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Took fish oil?,false,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Ate food close to bedtime?,true,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Masturbated?,false,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Worked late?,false,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Experienced stress?,true,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Consumed protein?,true,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Engaged in sexual activity?,false,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Meditated?,false,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Took a melatonin supplement?,false,Travel to San Diego
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,Took vitamin D?,false,Travel to San Diego
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Experienced stress?,true,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Engaged in sexual activity?,false,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Felt emotionally and mentally stable?,true,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Masturbated?,false,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Meditated?,false,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Consumed fats?,true,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Consumed dairy?,false,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Took fish oil?,false,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Took creatine?,false,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Ate food close to bedtime?,false,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Took a melatonin supplement?,true,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Have any alcoholic drinks?,false,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Consumed carbohydrates?,true,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Commuted to work?,false,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Took a multivitamin?,false,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Took vitamin D?,true,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Worked late?,false,
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,Consumed protein?,true,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Consumed carbohydrates?,true,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Felt emotionally and mentally stable?,true,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Masturbated?,true,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Experienced stress?,false,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Took vitamin D?,true,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Meditated?,false,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Ate food close to bedtime?,false,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Took a melatonin supplement?,true,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Consumed fats?,true,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Took fish oil?,false,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Took a multivitamin?,false,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Commuted to work?,false,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Have any alcoholic drinks?,false,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Took creatine?,false,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Consumed dairy?,false,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Consumed protein?,true,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Engaged in sexual activity?,false,
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,Worked late?,false,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Worked late?,false,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Experienced stress?,false,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Took a multivitamin?,false,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Consumed protein?,true,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Engaged in sexual activity?,false,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Took a melatonin supplement?,true,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Took creatine?,false,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Took vitamin D?,true,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Consumed dairy?,false,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Felt emotionally and mentally stable?,true,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Consumed carbohydrates?,true,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Commuted to work?,false,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Consumed fats?,true,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Have any alcoholic drinks?,false,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Took fish oil?,false,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Ate food close to bedtime?,false,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Masturbated?,false,
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,Meditated?,false,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Have any alcoholic drinks?,false,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Consumed carbohydrates?,true,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Commuted to work?,false,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Engaged in sexual activity?,true,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Experienced stress?,false,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Consumed protein?,true,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Took vitamin D?,true,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Meditated?,false,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Took a melatonin supplement?,true,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Took a multivitamin?,false,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Worked late?,false,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Consumed fats?,true,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Took fish oil?,false,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Felt emotionally and mentally stable?,true,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Ate food close to bedtime?,false,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Masturbated?,false,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Took creatine?,false,
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,Consumed dairy?,false,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Commuted to work?,false,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Took creatine?,false,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Consumed carbohydrates?,true,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Consumed dairy?,false,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Felt emotionally and mentally stable?,false,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Consumed fats?,true,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Have any alcoholic drinks?,false,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Took fish oil?,false,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Took vitamin D?,true,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Worked late?,false,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Experienced stress?,true,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Consumed protein?,true,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Engaged in sexual activity?,false,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Ate food close to bedtime?,true,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Masturbated?,false,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Meditated?,false,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Took a melatonin supplement?,true,
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,Took a multivitamin?,false,
2021-12-25 22:12:36,2021-12-26 22:04:49,UTC-08:00,Consumed fats?,false,
2021-12-25 22:12:36,2021-12-26 22:04:49,UTC-08:00,Took fish oil?,false,
2021-12-25 22:12:36,2021-12-26 22:04:49,UTC-08:00,Felt emotionally and mentally stable?,true,
2021-12-25 22:12:36,2021-12-26 22:04:49,UTC-08:00,Ate food close to bedtime?,true,
2021-12-25 22:12:36,2021-12-26 22:04:49,UTC-08:00,Commuted to work?,false,
2021-12-25 22:12:36,2021-12-26 22:04:49,UTC-08:00,Took creatine?,false,
2021-12-25 22:12:36,2021-12-26 22:04:49,UTC-08:00,Consumed dairy?,false,
2021-12-25 22:12:36,2021-12-26 22:04:49,UTC-08:00,Masturbated?,false,
